filename,fold,iso,shortlist_min_km,nearest_bank_km,distance_km
00d57395be3e4bcfbc668d57f7abba53.jpg,2,FI,171.4574,9.7431,529.7631
00d64b744239408da717b32664e07284.jpg,1,IS,0.1168,0.1168,0.2182
00dfe11207564bc499724f5639bd033b.jpg,1,IT,2.7961,2.7961,11.6144
00e55fccb2f94dd5aa2e35eb423543da.jpg,0,GB,3.8045,3.8045,114.3705
00e7b198280a4879bb6d1d89e222bace.jpg,4,GB,0.0382,0.0382,0.0382
00eb2764b1304e9e961a630fe3ecb1b7.jpg,2,SE,0.2115,0.2115,0.2115
00eb7a03b59f42eda54be709e34a31d6.jpg,3,NO,1.3871,1.3871,1.3871
0107c5d7064d4e1b909e216d4c71a09a.jpg,1,IT,7.4298,7.4298,689.8529
010d1f7b2e284eaea70caaef4688fbbf.jpg,1,NO,0.2174,0.2174,0.2174
0113aa74ccb4409fb4788ddb41c60d6a.jpg,1,FR,382.6775,3.4491,382.6775
0118eaaf3af34a029ac85c82b7e13c61.jpg,3,ES,0.0309,0.0309,0.0309
011ad31d608747d2a606e95e15766468.jpg,2,ES,0.1857,0.1857,2363.248
011cd0131f1b4a7db7a62155c7279d37.jpg,4,FR,1668.0479,8.8463,2017.7291
01204bb1cc974cebb6b59957b76bc699.jpg,0,DE,6.0231,6.0231,6.0231
01237c2c2f254c609256cc01a6f4944b.jpg,3,ES,14.1039,13.6768,14.1039
012e938238004624a16cf5740c81b0a8.jpg,4,ES,0.0925,0.0925,0.0925
0134dedfb9294095a1f335ce4983d527.jpg,3,NO,1.7757,1.7757,277.5811
0136861569f44336a7e199f9d4049bdc.jpg,2,FI,14.0159,14.0159,351.62
013dab95aed1425185b471f4ec69f0ca.jpg,0,SE,24.3958,13.0751,899.7145
01473e114b0b43d98b1e6788c8038b7c.jpg,3,IT,1.3846,1.3846,33.4829
014788dda4ab4cd0974ac28a0bd448a5.jpg,2,NO,36.9866,6.9663,197.9511
01478ceb6bc547a09464029f3e8d0c64.jpg,3,BY,2.6208,2.6208,2.6208
014d4abc27f042ceb0791d6dcd16b882.jpg,4,NO,348.3496,2.7033,1506.5054
014ecfcea3b749d0b14ac4213e47de50.jpg,1,GB,0.2183,0.2183,0.9414
015504577c6c49f189e7c3a7a7a87385.jpg,3,SE,3.1311,3.1311,5.479
016101fe780a4a67ba3424b51c1f95ca.jpg,1,SE,1.7926,1.7926,2.0356
01615a38a6d54005a77a7aef896b5b9c.jpg,0,IT,12.4937,6.3714,28.7289
0174315f89f74b86acb944b581740335.jpg,1,BY,33.6806,0.9154,82.2824
0178f2f56de942f2bdc7976c3174084c.jpg,4,ES,3.6911,3.6911,3.6911
018268d2fd8a4bafbbbe32f8a8303ced.jpg,1,NO,10.4942,10.4942,16.4526
018417aee54c42c292dc8dc2f9cfa9a1.jpg,1,GB,22.6797,15.0355,76.8466
018a7fe033084603bd87c0a255fcd5a4.jpg,0,GB,149.819,5.0602,1063.6812
018b5604c4604b418a8a4c119249f312.jpg,3,GB,0.1319,0.1319,89.9133
018c77531a4841e790523dc752ce83a9.jpg,2,FI,0.0243,0.0243,166.7054
01900cbbe46d438b83a69a4d47c552d5.jpg,3,PL,0.7084,0.7084,2.5336
0191c550b02f4c549021a99173d0517f.jpg,3,IT,655.0851,0.7663,1032.1552
01978ef358174653a2a83b2f0bc5c205.jpg,4,ES,0.3186,0.3186,0.3186
019ce075192e4fa39c1cc8398f8c8fae.jpg,2,GB,1.013,1.013,98.0025
019f59e0d286453985d10740ede42939.jpg,4,DE,178.4415,11.464,1576.9369
01a2220866b64047ab36bfcaa2e850fa.jpg,4,DE,225.6492,8.391,1373.3555
01a2d85b99ce4b70b5fa7947c07349a4.jpg,1,TR,232.2687,8.6075,2768.7861
01a838bfc1014b62bb3669ef272b0678.jpg,1,ES,3.2079,3.2079,18.1911
01b8c8b205c6494d998861669217921a.jpg,0,SE,33.8637,14.2769,112.3742
01b988b26a784750bb4b3ab63b95c5fe.jpg,4,DE,3.6245,3.6245,3.6245
01ca771cd492488aa068bdf46f79b6e9.jpg,4,IS,3.3839,3.3839,28.6167
01d314a2d5234c0d824d257ec1266d5a.jpg,4,FR,48.8046,2.4892,351.4159
01e1b61af7f54304a4ce4857438d0898.jpg,4,IT,66.4391,66.4391,301.3614
01e21430df8c421bbace5dda3cc09ecc.jpg,1,FI,3.3456,3.3456,34.4253
01e3915d80cb4799942e0d86839d45b5.jpg,0,NO,1.4084,1.4084,1.4084
01eab2f6b6bc415b96db6aa460c5b7bf.jpg,0,FI,1.1984,1.1984,167.1474
01f43d18fb644adebebfc2358b031672.jpg,4,NO,31.0103,12.8514,166.6831
01f6bbca55144eb195c98ac212cc173c.jpg,4,IT,656.659,4.7263,1163.6239
01f9471bda184521a7d9d773c2c0f74f.jpg,2,ES,0.4626,0.4626,0.4626
0201f303a5d94aaca31ca53a3a809b88.jpg,3,ES,892.4954,0.0649,3459.5974
020a0bcad3054bcfb79fe79379332747.jpg,4,GB,14.1031,14.1031,68.3759
020df95d2fe541fa88ead414f4f7e361.jpg,1,GB,0.3106,0.3106,4.962
021088af205549ac822bd29c5cc876ac.jpg,3,FI,0.9795,0.9795,1.9628
021be4c6462a408dab42813843fdd598.jpg,2,FR,338.3027,7.5118,1303.7931
022f1af55c6443ac9bd4462ec77c28c5.jpg,0,NO,3.6187,3.6187,3.6187
02378061d432447d8dad9cd970ba7368.jpg,3,SE,30.2925,5.7925,35.734
0241c8cb9e7845c0a58ba7a608fe289c.jpg,4,PL,6.366,6.366,9.3984
02467a44220043d5a7d79737566a7c55.jpg,3,FR,0.551,0.551,0.551
02486e64fed044d9a123ec5b319d377d.jpg,1,FI,1.1174,1.1174,21.5811
024c686452fb4bf1830effd5d28a8a23.jpg,1,TR,36.5703,36.5703,45.0836
024f8bbb735344c2a20ba35ebbd04a04.jpg,0,IS,0.7749,0.7749,0.7749
025337a5ed2e4200a52b619aed5e46fd.jpg,4,IS,12.8589,3.8189,12.8589
0255439713a5460394aa4fbf413bb932.jpg,1,FR,21.7566,21.7566,38.0005
02589dff14364941a8f431a5a30f9679.jpg,2,FR,22.5982,13.0225,1085.8878
025aebdfbf544dcd8c09491fd660f8a3.jpg,4,TR,0.0356,0.0356,0.0356
026d865df2ba44fda58addac0a2bf458.jpg,3,SE,3.8832,3.8832,71.7364
027116adbe8f4ecc80545f4da6fb6687.jpg,1,ES,0.8785,0.8785,0.8785
027d74a0e6d4499890fe7102dfd6a483.jpg,2,DE,67.7755,5.5612,1074.391
027e9d36a4124de8a1ec481387002527.jpg,2,SE,0.3944,0.3944,0.3944
027ecf3cb22b43458e094200e1e8dfeb.jpg,4,ES,35.2428,35.2428,35.2428
0286769eb75846c3b56da0fd12ea2c0a.jpg,0,SE,0.0833,0.0833,0.0833
029301fc439f441b8ae3069a8cde8bd8.jpg,0,GB,5.0209,4.9229,162.3205
029b77143bc645849e89ed967a36190e.jpg,4,PL,211.8756,3.9144,758.4388
029c1b07044c4beba4c9a99d3ad87b66.jpg,4,TR,0.1592,0.1592,0.1592
029e81ada9364b89aa7de702cf506c14.jpg,0,DE,0.4624,0.4624,577.4443
02a02543f8e04e9099d86e8d3531d175.jpg,2,IS,0.3229,0.3229,0.3229
02a71b085fcf43c0a221177eee9831f2.jpg,4,SE,310.7109,8.0603,1754.6353
02bd464c45204d89b79820055f487f68.jpg,0,DE,12.2266,12.2266,12.2266
02c6013afbed4707a6b0c5bfd58bba2c.jpg,0,FI,5.12,5.12,5.1537
02c6972865ba4b38911fad8198854591.jpg,0,IT,0.6544,0.6544,0.6544
02cd0122233b4402b3fcfd4894ef09e9.jpg,0,IS,0.0949,0.0949,0.0949
02ce317562c24466bff1177201f4737c.jpg,4,PL,73.0696,13.7344,408.7519
02d5e9738e0c48819240dd2b4d26af0a.jpg,1,DE,11.288,8.7362,132.2062
02dce6ff9a0a49fd8c970a1197095ced.jpg,3,BY,0.1023,0.1023,0.7137
02e0c2065d3449feacb4b0b81eb6e89e.jpg,0,NO,21.8089,19.5364,21.8089
02e43058f97a47b5a27a340800c372ad.jpg,1,GB,22.7241,14.1858,76.4536
02e9f0d9c7194f4aadc7bcecca1e4717.jpg,3,PL,8.8159,8.8159,68.9006
02f143f6fdf6449b9cf4ae6060eb6c3b.jpg,3,IT,0.7826,0.7826,0.7826
02f49a8f8a614cc1a870d1d9003ec954.jpg,4,TR,0.0994,0.0994,0.6264
02fcc433a3684106b68a8457cb7ea6a1.jpg,4,IT,44.4883,13.5909,532.0427
0303bda7f053467fbb6260ca8c762788.jpg,3,SE,20.2284,20.2284,75.8397
030ad95e5847450fb409ddb0ab7da4ae.jpg,3,GB,14.9723,6.1769,507.2416
030f2ae46f984a799859b11139a9e2ed.jpg,1,PL,0.1254,0.1254,58.3317
031de3dea94b44bd99a7730837ad0bc0.jpg,0,DE,75.1119,9.7755,621.3827
032d7e37df0b495db5c91928c30586c2.jpg,3,GB,22.1751,3.6426,632.1826
032f919d7b6f480a95f3c007eb5e8701.jpg,2,PL,2.1191,2.1191,7.913
033e6317d30b4bef820a948dc4efcb64.jpg,3,ES,79.7178,18.5196,79.7178
0340df1aad1c41b88662826c1d6b5598.jpg,2,NO,38.1487,21.678,39.171
034522568c2b4a1aa0ee9d3cfcd16ceb.jpg,0,SE,7.1981,3.711,1436.814
034a22002d0d414e9147a873a065d059.jpg,0,PL,1.9902,1.9902,1.9902
034a987fc48b45679a1fdcd0ffe74d97.jpg,1,SE,15.8959,8.7113,15.8959
034b1c2a3da14970a76f120adca7c174.jpg,2,TR,102.6547,0.3804,3940.294
035982c6a0c643b183021b308eeadf04.jpg,3,PL,571.2757,8.3089,1141.3527
035cd460f00e49df849bde4103f3831a.jpg,1,FR,335.5046,10.8146,2199.424
035d42abc82b4f12bc8d57d1398e18b6.jpg,1,FI,0.5472,0.5472,0.5472
035e5970e12c45f58e042891e9c978cb.jpg,1,GB,1.7747,1.7747,11.4354
037031643b474867a73ac8b7ffe9a2b3.jpg,4,ES,357.9799,0.7226,399.1433
03728522083445e0a76b24b97201ad59.jpg,1,GB,31.1525,6.4011,236.8653
0375aab048564dd8bfed5cab97c0778d.jpg,2,FI,0.2646,0.2646,2.2393
0376b35448a249bdb4ad4b20b3af32ff.jpg,1,DE,1.5302,1.5302,1.5302
03790fc9dd444549aad2c9acdf063bea.jpg,1,DE,23.0677,10.4697,162.039
037ab50be65b4e639db067a24267c0c8.jpg,3,TR,0.2874,0.2874,42.0615
037cdf8262754229899fd6d08c536f91.jpg,3,FI,2034.4986,2.5773,3477.6956
037db81e9d9c4c3dba8d632c8d5f23b1.jpg,4,SE,1.8656,1.8656,2.0371
038210b687c94694ac5bccdc77a48f61.jpg,0,PL,5.7019,5.2849,1471.6816
03854bcfed7148c6aefb69bfe00a77a0.jpg,3,PL,6.8971,6.8971,15.3707
03873c399ab0473898be6b7749405297.jpg,0,GB,2.0139,2.0139,2.0139
038757d2d54f47738b6c9509b7418953.jpg,1,IT,71.8579,11.5462,795.4961
038bf801b12c483c8bbe81ccc36020cc.jpg,4,FR,339.3594,21.9996,512.2053
0394061466c844b88b9a45bad423f525.jpg,4,IT,408.7116,0.1199,2567.8127
03941a5d67624d7aa8a32f9a1f7fd670.jpg,3,FR,0.8815,0.8815,0.8815
03962144350540879ded8f31d4994eb7.jpg,3,FR,10.2567,10.2567,148.533
039af00417e34a63a272eef398da30ea.jpg,0,IT,3.1852,3.1852,3.1852
039b2faa13de41afb097b0a731850244.jpg,4,SE,8.8754,8.8754,18.7691
03a611932d1142008a2bd85c70ec7682.jpg,4,PL,4.6148,4.6148,1953.9293
03a995dbc48140b5860ff87d1cd69873.jpg,1,PL,15.5267,15.5267,15.5267
03ab636551bb45d4b2f5f4cd4500bafd.jpg,1,BY,38.9996,5.8033,1092.1205
03afa1a25f3740b28637e64ffd368af2.jpg,0,DE,0.0786,0.0786,0.0786
03afbf5bcb444bb3927a6fc5d91c8654.jpg,2,BY,4.2001,4.2001,4.2001
03b6cdffb18d444faf01788645b56ef1.jpg,4,BY,0.632,0.632,1.8198
03c58e4f51d44b7f80a585800fea69b4.jpg,1,IT,13.0574,5.0903,1743.7655
03ca72ebd2e54a3e9239f27b7abb769d.jpg,1,IS,3.7936,3.7936,4.6673
03cc568ab0ff44b99ddd24421bed6a5d.jpg,4,PL,10.6043,7.0484,48.6895
03cc694911264258ba907f8b818e606d.jpg,2,PL,884.9362,2.2101,1203.7653
03df317ad3a8483da2fa040c857af154.jpg,3,IS,0.9724,0.9724,0.9724
03e2bda4d68f46a0bd56093ba2cea011.jpg,4,NO,0.5782,0.0995,0.5782
03ef4145ed7e415a8c0776372d330f54.jpg,1,GB,8.7015,6.4039,1012.984
03efe1a361d24c62b80def6441993ce8.jpg,3,SE,6.6745,3.2843,169.4251
03f24504e5654a91bb92a7d4fe8845cb.jpg,0,DE,163.3914,1.6974,653.1586
03fcc32521a942c0b0c860fa6e1f26c6.jpg,1,BY,1108.5285,4.7114,2453.4834
03ffa76f07444c6bb14e071171425505.jpg,1,IS,1.2801,1.2801,1.2801
0401de4066dd42e1b19bf95116004a0e.jpg,1,DE,204.9583,6.4471,332.895
0403a4f730194dad9f34bd1e7f178e31.jpg,2,ES,10.4054,10.4054,10.4054
0411b94983444843a98e5b84bb3a57d4.jpg,2,PL,27.7041,22.5644,27.7041
04129a2e3f864f6da9278a0ffde6722e.jpg,2,SE,0.3737,0.3737,0.3737
041706580b224db6866e3b762fc2bf72.jpg,0,FI,11.8771,11.8771,194.735
0417da48c4cf41329b52d73f9393b56a.jpg,2,FI,11.4807,11.4807,406.2162
0417f7e29a564468875c73edaae482fa.jpg,4,PL,69.23,2.4401,1158.2499
041d2441f5374cfa8838b04acbc3d85e.jpg,4,NO,1.7615,1.7615,55.068
04201d82064b486a963192ee906c1d10.jpg,4,ES,27.4885,27.4885,105.4946
04267539a7b64e52bb6bc5eb0180fdbf.jpg,0,ES,3.915,3.915,14.0571
042748125d7a4d99bad3aea7843856db.jpg,4,PL,40.4397,8.9255,647.4172
042c08df840a4c739149122c891e1489.jpg,2,PL,13.1981,7.9323,215.2483
042ebf6ccf084d6eb0d8dc69c49cd455.jpg,0,ES,44.1501,44.1501,49.9845
04372647afb8401b96814eccf9c92dcd.jpg,2,BY,19.1625,2.3864,175.5293
043a0f459d924d9b85729de4c2feb65a.jpg,3,PL,690.1189,27.033,1560.1747
043d6117686248678e87f08088bc8748.jpg,2,NO,1.9275,1.9275,650.1694
0448e3c09b294153a8493e5576cb680b.jpg,3,IT,9.4897,9.4897,45.0146
044cb462376441d3b3f91753383bbf44.jpg,4,PL,188.9871,8.0513,431.388
044d2f201efe46409ea542a3f80be7a3.jpg,0,IT,0.3283,0.3283,0.3283
045451835e3f4ae797b03a52f941c174.jpg,1,FR,5.6626,5.6626,5.7351
0456324f85d943a28d8be72e7ddea2da.jpg,3,BY,3.8607,3.8607,3.8607
0457cf63deb04551bdae61b497339dad.jpg,0,TR,2.3514,2.3514,2.3514
045cf067c8d54f42800e777f015cba32.jpg,0,PL,47.8711,18.8548,740.9257
04607137d71a43a59ea0a16e5b23309a.jpg,1,FR,155.9834,5.6009,927.605
047473be4af246d6b0657e021857c584.jpg,0,IT,892.3491,6.3431,1120.2131
0478b6b548e54adcb05673e1e55b593e.jpg,2,DE,335.4496,8.0525,915.6934
0484a47f65884c1a949f9e1dc2dfd01e.jpg,1,ES,118.0252,2.0036,2767.7202
048a5da0d7f747ca8a4fbf75101235c6.jpg,3,GB,63.9569,5.8706,466.0712
04934daa3305414ea8f6474011d04931.jpg,2,BY,17.1026,17.1026,17.1026
04a564954b384352aadef83c91724d05.jpg,1,TR,0.507,0.507,0.507
04b61699582f4503be8d910e28046bf7.jpg,1,GB,1394.4757,0.6409,1966.157
04bbb772a912429da1d74023e06995d2.jpg,2,SE,4.4777,4.4777,45.2543
04d131ec538b46ba8d68de0af396242e.jpg,0,BY,0.3132,0.2781,0.3132
04de89624887493e89dfc5dedfb20959.jpg,2,DE,192.6909,12.9265,977.5696
04e3f7d876e24d5aad780ab92cd1426c.jpg,1,PL,34.5581,17.6784,1256.3312
04e582fc17904e848809409115d074a3.jpg,4,TR,0.0573,0.0573,0.2525
04e8af0635b646f587744c71513794be.jpg,2,IT,185.2542,5.0903,2776.034
04ee18e47b0a4e328128a22b0b5f5afc.jpg,1,PL,1.5508,1.5508,14.9438
04f4c44aee764ddb916de149a250b0ab.jpg,4,NO,0.0131,0.0131,0.0131
04f79578dbe3471394e0b5469edd72a8.jpg,4,FI,2.5929,2.5929,921.5158
04f7d760e8ce4562ae2600cdfc4e78d3.jpg,4,NO,0.993,0.993,5.1835
05034ec566f74ff69bdfdcd143fa18eb.jpg,3,IT,549.2318,50.7992,1107.431
050610f384af478ab6c60a60a75993d9.jpg,4,FR,4.7989,4.7989,4.7989
05112fe098014dfab6cb0dc8b6c1cd41.jpg,3,DE,31.8933,6.9345,126.5
051210daec1749d6abedd84a5b386716.jpg,3,BY,4.0122,4.0122,16.3419
05165a689bfd427586d30596bb9a132c.jpg,3,GB,11.5462,11.5462,462.6948
051c6f37b6004dd4accc48cce837a2e3.jpg,3,FI,0.0901,0.0901,0.0901
051ed89945584dbc845e74defa7874cc.jpg,0,FI,6.5479,6.5479,23.8117
052b421b96fb40579bb0c3bb9d45f007.jpg,4,FR,25.4804,25.4804,311.4744
052dad75011f4f379b898a95c3c43f63.jpg,2,DE,182.549,8.2045,1030.9596
052e388a2c514058bb0af6164217b122.jpg,1,FR,166.0191,6.1779,1122.2047
0530fd077d5a47d48fd26ccc14d6d61e.jpg,4,IT,1.3046,1.3046,5.9052
053bbfa8abc24812b9ff11460e9d644d.jpg,1,IT,50.5979,12.2946,892.856
053bc32603d147d69461b9d8a2a9574f.jpg,3,ES,0.2251,0.2251,0.2251
053c0335b8024a0ebf5e0455992df33d.jpg,3,IS,1.3016,1.3016,1.5946
0549ff1cb8cc4dc5b234ff5f52be5522.jpg,4,PL,78.9846,9.6428,780.709
0552a2f3597b41e4acb8c7dc460ce711.jpg,0,NO,13.1896,2.0364,82.8692
0552d1ad3eab4975be13402ceba4cf84.jpg,3,NO,0.2333,0.2333,0.2333
05550b4621dc49928cbb6059972eca9c.jpg,3,PL,0.2627,0.2627,0.496
055a9caaad774adab888b3b479b228b4.jpg,3,SE,579.1994,16.0685,2009.1353
055f6a5d9c01465fa87bba39ca718f70.jpg,3,IS,1.036,1.036,1.56
056166095f004be3b2e8aee429f2f8e0.jpg,1,NO,31.7577,3.0782,983.0637
05620bec498949b1849896dc3ac88f13.jpg,2,TR,0.9096,0.9096,0.9096
0562251be34d4897bb2713ade1341d3e.jpg,0,BY,2.5373,2.5373,68.172
056e72f9141a4f52ac338fdfd34d42f5.jpg,2,TR,24.8931,24.8931,2524.9075
05784411cf3644069aa39771da9908b1.jpg,2,DE,48.8417,5.903,224.0442
057da527503d45cfb5bab9d39611fa09.jpg,0,PL,9.807,9.6123,15.2985
059309340f9b4e14941788df555956bf.jpg,3,IT,39.0959,8.4885,659.04
059e1d91ace34517ae074aca3f4c1ba9.jpg,4,IT,2.9802,2.9802,13.7065
05a3a68959364bbf85541fd82bce2dbe.jpg,2,NO,28.0129,3.414,28.0129
05a58a4338ee49db808e82fef2205d12.jpg,1,PL,9.2465,6.3558,1042.1445
05b366f380de4e16af0834b45f54d98f.jpg,0,IS,2.2743,2.2743,2.3703
05b61d9491724e9581071329951bc5e5.jpg,3,SE,0.2129,0.2129,0.2129
05b6baac717a46eb9a409a5cb5d3e7f3.jpg,0,IT,2.8034,2.8034,6.8562
05ba57cfd2624c32b205ca8744f24792.jpg,1,FI,0.6548,0.6548,0.6548
05bb10f8738f4a008667dde7aeb929b5.jpg,4,BY,0.0794,0.0794,0.0794
05bf355c878b42b199c9b2a6164feabe.jpg,2,PL,36.8335,16.461,50.1392
05c49f8abdd745cbad341673486cd0b3.jpg,3,FR,40.2939,6.9468,131.9445
05c63dc4e02f49548153607818e61714.jpg,0,DE,89.2152,8.1947,660.4468
05d1f2e4d9934ec99dcd09a47f78f3f3.jpg,3,SE,24.9242,24.9242,131.4897
05d4ab81971342fc94f553e1a3af8b1a.jpg,3,NO,2.0821,2.0821,806.192
05d66a175d144769affdd66c839b1ab7.jpg,3,NO,0.0738,0.0738,27.9208
05d836fde40d4ec7870de47778b12f27.jpg,2,ES,5.2381,4.7858,261.4951
05de84694a26477b85651132549583d7.jpg,4,PL,6.5033,6.5033,924.9469
05de913d23c744379ef9346a89a61098.jpg,1,TR,2205.2925,0.5427,2751.4473
05e2ae7175d14e0d885af4c840191eda.jpg,2,DE,11.6444,4.2972,180.7974
05efda5f30d844609d012db6e1e3b796.jpg,2,GB,20.2223,10.0037,333.0515
05f2b4f174f648eda5b3f15cf41ca437.jpg,1,BY,962.0631,3.4924,1966.2698
05f96720d56a426e98f1731fa86088fb.jpg,0,IT,17.6976,13.8296,185.6809
05fef6dcbaf34d51a15406d68f2e63cf.jpg,1,PL,7.997,4.5494,1700.6184
0600c77f10de4ff09d55755a2b6f7e5a.jpg,1,NO,3.4282,3.4282,3.4282
061280e864e34f96ac22414f154ac568.jpg,4,DE,485.3457,12.0481,1186.9
06148a313b5a4ef19b7b84eb0c000b1e.jpg,4,PL,15.2131,15.2131,363.095
061c47e7b5f8422a9eabd8bce82ce7e8.jpg,0,FI,4.0929,4.0929,4.0929
061e5dfca3b74607ab295f97e3f05dc2.jpg,4,IT,0.6703,0.6703,3.5132
06213ba7082d4e4c9bfe58075df5ecdb.jpg,0,PL,13.6681,13.3651,16.365
0624ee02a5c14611b46408895b981c43.jpg,3,IT,444.445,27.3069,1549.7472
062ba9f2d82841ec93fc441df69677e2.jpg,0,FR,45.1409,11.5455,1596.5579
0633facd400744aeb92838d25f93c8e9.jpg,2,IT,93.9957,7.7906,1074.8137
06403609606a4091a833e8de0228169d.jpg,3,GB,0.831,0.831,0.901
06411dab4a8b4ef8903e40f6af2af1d7.jpg,2,BY,1.205,1.205,6.832
064a70547b1f43a6ad878ad8f3c68959.jpg,1,ES,10.5213,10.5213,73.7625
064bff5370364aefaadb04070ea67ae9.jpg,1,TR,386.2424,8.8547,1880.7502
064c26274040493098eaeb0200f5afcb.jpg,3,NO,6.962,6.962,6.962
064c3f094f0940348ac783b929ecd674.jpg,1,NO,0.1876,0.1876,0.1876
065af1d897f24e32892db300c218d95a.jpg,4,NO,0.2212,0.2212,0.7475
0660a5f1d0ab4494b248f4266126f7e9.jpg,0,DE,29.9059,8.9559,85.1072
066ea50d33b44d35a215887c337e7488.jpg,1,DE,23.3654,6.8592,936.0328
066f81fc754e49b0b397b31d1473f5cd.jpg,1,FI,5.6661,5.6661,5.6661
067095dd704b4b368d3e489913525b8a.jpg,0,IS,3.1943,3.1943,9.4124
0676cc142ee94ff4a8fe5e890db0a351.jpg,0,TR,15.7967,15.7967,16.4748
067ae679d02f4287bda87f93198b1cd6.jpg,0,PL,1.6691,1.3883,1143.0895
068510bd864f4ff2b465cb110c24e44e.jpg,0,IS,9.8002,8.5014,240.892
0693123b10044a9ca2e74ba32a6abdda.jpg,1,DE,0.8827,0.8827,16.1962
0693de559a1f4e60a4c7e7ea619de42f.jpg,0,IS,13.9199,0.5146,17.4517
06a036395c434c8e8e936d3a6d6b6fcc.jpg,3,NO,0.252,0.252,40.5587
06a126a9fa3248b591188a4ad3cf32e2.jpg,4,ES,0.8088,0.8088,1.1266
