fold,iso,a,b,c,lat,lng,training_count
1,DE,8,20,25,50.184354814644294,7.296704747202413,51
1,DE,8,20,33,49.38960447279913,7.822081525872044,3
1,DE,9,14,27,53.88657025842195,9.680108336239844,27
1,DE,9,14,35,54.62081657448983,9.171916700725406,27
1,DE,9,21,19,52.791379534702145,9.710385995546657,4
1,DE,9,21,27,53.24944052722313,10.114612811038924,14
1,DE,9,23,19,52.851071,9.176553000000002,1
1,DE,9,23,20,53.40575999214219,7.950898065164466,41
1,DE,9,23,27,53.282253297478206,9.265187905719204,9
1,DE,10,12,22,49.36239195905822,10.178425441553944,3
1,DE,10,12,33,49.400713755671376,9.635847832522012,11
1,DE,10,17,29,48.03744210381353,10.20365138840384,27
1,DE,10,22,26,48.14627330732135,8.664314611509761,38
1,DE,10,22,33,48.97412488961737,8.839628159605573,16
1,DE,11,12,22,49.257712693256444,10.840939018447978,3
1,DE,11,15,22,49.199172806692424,11.44279662689945,10
1,DE,11,15,32,48.4333404826822,12.58118236001257,44
1,DE,11,17,22,48.96250643049152,10.856823246096859,3
1,DE,11,17,29,47.799431107678295,11.077417988964651,27
1,DE,12,12,18,50.60386641941383,9.96643509567515,6
1,DE,12,12,22,49.808660042470535,10.506068932554248,6
1,DE,12,15,22,49.591092,11.622326,1
1,DE,12,16,18,51.04361653108127,9.959478927653889,10
1,DE,12,16,21,50.70384549159267,12.67498922891135,13
1,DE,12,16,22,49.9463124680091,11.532520227139978,16
1,DE,12,16,28,50.990313818741676,11.161008068822518,41
1,DE,12,16,34,51.794381,11.823231000000002,1
1,DE,12,21,19,51.936565565492096,10.5963836358243,4
1,DE,12,21,34,51.996815,11.557225999999998,1
1,DE,13,14,31,54.28210383440526,11.180232434087783,3
1,DE,13,19,30,53.199003251774144,13.740324986597372,21
1,DE,13,19,31,53.860475635642466,12.471496076055544,27
1,DE,13,19,34,52.83861525676012,12.33364701531752,16
1,DE,13,21,19,52.619271030573,10.380977770554445,2
1,DE,13,21,27,53.296801432860214,10.711565589840852,6
1,DE,13,21,31,53.5875729622035,11.197694787505547,2
1,DE,13,21,34,52.81928868914002,11.327497778799822,24
1,DE,14,18,18,51.382480640204754,9.227796594249675,2
1,DE,14,18,19,51.99281841715959,9.012160864060506,11
1,DE,14,18,24,51.79762475828266,7.412345556321759,43
1,DE,14,21,19,52.16124720341075,9.93769551858383,13
1,DE,14,23,19,52.5104086664085,8.647263129438667,8
1,DE,14,23,20,52.71369124767378,7.8441267172780575,11
1,DE,14,23,24,52.50323900000001,7.200846999999999,1
1,DE,15,13,21,51.29565343167021,13.208407970872152,23
1,DE,15,13,23,51.795981387700486,14.072548100595343,58
1,DE,15,13,30,52.535129126268664,14.143484419653495,5
1,DE,15,13,34,52.05854793820432,12.43041040099828,6
1,DE,15,16,21,50.96977,12.794625999999997,1
1,DE,15,19,30,52.740132387630915,13.918951761197025,8
1,DE,15,21,34,52.17841900006551,12.06399950005598,2
1,ES,16,29,36,43.09714831710545,-8.174534089131924,78
1,ES,16,29,48,42.36443917557966,-6.618102513240373,4
1,ES,16,30,48,43.153094374194644,-5.674752632312223,19
1,ES,17,31,40,39.559127830073606,3.088417061575932,104
1,ES,18,25,46,28.58049135655546,-17.39398075073521,36
1,ES,19,24,37,41.95258815087323,2.3047137015115196,58
1,ES,19,33,37,41.253888652683194,0.9166012641828358,4
1,ES,19,33,45,41.82046171953111,-0.6794338598408869,27
1,ES,19,33,52,40.62274824495999,0.26859756706806515,15
1,ES,20,28,47,36.97979333988949,-2.817843654277841,24
1,ES,20,28,50,37.185654363192356,-4.251042113140125,50
1,ES,20,28,53,36.499895547472924,-5.041633157371777,2
1,ES,20,32,38,38.985762614816636,-3.7565537081068854,32
1,ES,20,34,49,38.18204519460267,-6.4382140107840184,18
1,ES,20,34,50,37.52229788669317,-5.204086583415215,2
1,ES,20,34,53,36.7045206986324,-5.854311132328255,18
1,ES,21,27,39,28.54728042410388,-14.070615432812401,68
1,ES,22,26,38,40.273774066956975,-3.5197796564739314,2
1,ES,22,26,41,41.559570649657296,-3.3909374446269474,36
1,ES,22,26,44,40.766302321394285,-5.086094956455772,29
1,ES,22,30,48,43.014575338504805,-4.859042154592345,16
1,ES,22,30,51,43.00212229634146,-3.027076584526641,18
1,ES,22,32,38,39.982418782930615,-3.7409034960045493,7
1,ES,22,33,41,41.42085300000001,-2.358681,1
1,ES,22,33,45,41.896325133686766,-1.5962304918784864,9
1,ES,22,33,51,42.68584822175316,-1.8163337057689066,3
1,ES,23,28,47,37.16072139152666,-2.066623769522487,2
1,ES,23,32,38,38.78679128690854,-3.0098094843001313,6
1,ES,23,32,43,39.08911005587788,-2.420082603505283,15
1,ES,23,33,52,40.15296422314165,-0.8125658794884075,8
1,ES,23,35,42,38.1705587301148,-0.6796939948681571,57
1,ES,23,35,43,38.77951691694976,-1.7074259405708614,16
1,ES,23,35,47,37.467041,-1.9615319999999998,1
1,ES,23,35,52,39.414793857152944,-0.4328431900952535,15
1,FI,24,42,60,62.657398308500916,25.76572571068234,19
1,FI,24,43,71,63.650761985784264,27.476486948716044,2
1,FI,24,47,58,64.42901032884858,24.993812942252962,28
1,FI,24,47,71,63.586133771193204,25.97791329371569,32
1,FI,25,38,59,67.8725704512841,24.536313928384985,50
1,FI,25,38,66,67.11518683951432,25.20816752928908,24
1,FI,25,45,55,68.46054804858599,27.215093292337954,26
1,FI,25,45,69,67.4818211086261,27.820595409782772,29
1,FI,26,37,56,63.510858440154294,29.52765685949957,2
1,FI,26,37,65,63.57760152813732,28.914734795667417,6
1,FI,26,43,62,64.77171622055697,28.620795290514288,38
1,FI,26,43,65,64.0880404907,28.81348056825289,50
1,FI,27,36,61,60.53739286336832,27.595754510264424,3
1,FI,27,40,63,61.05086847414164,22.896258954925248,49
1,FI,27,40,67,61.61867011656699,23.645341103545473,6
1,FI,27,42,67,61.78700363258333,24.431454018817195,7
1,FI,27,44,54,60.657903119880636,24.871490278721414,50
1,FI,27,44,61,60.95427817840047,26.619468456723716,2
1,FI,27,44,67,61.491631388165914,24.64731282699133,2
1,FI,28,41,62,65.27663437538071,27.511805847357127,2
1,FI,28,41,69,66.84855193960551,28.658250319995155,12
1,FI,28,41,70,65.98142394321741,28.857905945803896,50
1,FI,28,45,69,67.12530993670572,28.760767995030708,2
1,FI,29,38,66,66.878432169657,25.416080570344057,7
1,FI,29,46,57,65.8075246365796,25.31020431571848,49
1,FI,29,46,58,65.03757146739994,25.59354126021258,3
1,FI,29,46,62,65.39446294521777,27.16902560812989,2
1,FI,29,46,66,66.62179325357732,25.692011350430942,17
1,FI,30,39,67,62.16714879490297,22.78848147743393,3
1,FI,30,39,68,62.835810675971196,22.25577387643228,62
1,FI,30,40,63,61.68575069567075,22.551682037724504,3
1,FI,30,40,67,61.88567357279105,22.58672159262052,3
1,FI,30,42,67,62.25670418290785,23.98281559981541,23
1,FI,31,36,60,62.307525,27.241755000000005,1
1,FI,31,36,61,61.446082318226935,27.97555110841173,26
1,FI,31,36,64,61.92823540108598,29.267685718020353,29
1,FI,31,37,56,63.03899356247885,29.356091092912393,51
1,FI,31,37,60,62.85085150283193,27.69807798425402,2
1,FI,31,37,64,62.35707613379174,29.82360222653752,19
1,FI,31,42,60,62.43748557937021,26.872282615196674,9
1,FR,32,49,85,47.87916630357962,4.106899382233399,12
1,FR,32,51,79,47.06241814115813,5.619696021714754,13
1,FR,32,51,80,46.82325963560292,4.605235701371163,5
1,FR,32,51,83,46.36670218557572,5.655816160177139,15
1,FR,32,57,74,48.7833372053975,6.209749753522629,43
1,FR,32,57,79,47.74815153135371,6.124918288048369,15
1,FR,33,51,80,45.218003,4.133521999999999,1
1,FR,33,51,83,45.63861096231087,5.372222869168694,16
1,FR,33,51,86,45.12496300000001,4.177179,1
1,FR,33,54,86,44.807269000000005,3.680699,1
1,FR,33,59,76,43.78800909215359,6.405931527815215,45
1,FR,33,59,86,44.002816914478004,4.856783306028072,31
1,FR,34,49,85,48.551900938884486,2.3712450094757638,9
1,FR,34,52,73,49.25787804750746,-0.1946491466241321,13
1,FR,34,53,73,49.29991412507097,0.6296412231901088,8
1,FR,34,53,84,49.86255216831144,2.342329555544047,58
1,FR,34,53,85,48.878142000000004,2.9767499999999996,1
1,FR,35,54,77,45.13499100000001,0.538277,1
1,FR,35,56,77,45.21627849456662,-0.46177939064976326,20
1,FR,35,56,78,44.648167,0.591893,1
1,FR,35,56,81,44.25351305803386,-0.9439501641226504,81
1,FR,35,58,77,46.01429072608303,-0.6951377098958116,21
1,FR,35,58,82,46.610421,-1.635159,1
1,FR,36,55,89,42.07939772055282,9.200685046500789,47
1,FR,37,48,72,43.09797999546978,2.770294018662296,22
1,FR,37,48,78,44.048834470591174,1.9237473768474547,3
1,FR,37,48,88,43.31280247529535,0.7566519277966623,27
1,FR,37,54,78,44.75030445045022,1.9580550565245405,32
1,FR,37,54,86,44.14042498256093,3.505480211940025,3
1,FR,37,56,78,44.360411,0.716375,1
1,FR,37,56,88,43.83266930325012,0.3178476069875354,2
1,FR,37,59,86,43.842928,3.7426790000000003,1
1,FR,38,49,80,47.165406045792736,3.9305900939237346,2
1,FR,38,49,85,47.666471487243655,3.0596411920395368,29
1,FR,38,49,87,47.4244934731062,1.6500037296590293,24
1,FR,38,51,80,46.29582578964966,3.884325295179345,25
1,FR,38,52,87,47.953118215839254,0.2843327069453319,2
1,FR,38,54,78,45.56965038725731,2.4576254189992963,7
1,FR,38,54,80,45.79592511392789,3.2117268966871535,3
1,FR,38,54,87,46.15146160993439,1.8325368399004534,7
1,FR,38,58,77,46.2119606403951,0.4588682022509062,6
1,FR,38,58,82,47.4889619086061,-0.3750808250423491,2
1,FR,38,58,87,46.85412718280718,0.6270309028620721,14
1,FR,39,50,75,48.372365840235936,-4.411279036014196,62
1,FR,39,50,82,47.883515865589494,-2.87754392448689,8
1,FR,39,52,73,49.357122148533456,-1.4508565371771243,29
1,FR,39,52,82,48.04394366181685,-1.673912178699246,24
1,FR,39,58,82,47.19672832298233,-1.572070493748688,6
1,GB,40,65,104,56.43681100000001,-2.9120380000000003,1
1,GB,40,67,94,54.778731005123234,-2.348034372321227,19
1,GB,40,67,104,55.58811290973486,-2.589052048645031,45
1,GB,40,67,107,55.56499276762596,-3.857125267096151,27
1,GB,40,68,107,55.707795885863426,-4.513676136590733,4
1,GB,40,70,94,54.30732106728824,-2.9421118172464222,3
1,GB,41,63,101,50.467397800566296,-4.575449951934723,82
1,GB,41,63,106,50.21392610607018,-5.2461344603347335,49
1,GB,41,69,103,50.853854353420196,-2.7489713548573995,2
1,GB,41,71,103,51.09287500000001,-3.1362170000000003,1
1,GB,42,62,95,58.433774281641135,-4.867707166546152,87
1,GB,42,62,98,57.81956869007976,-5.098609891523309,7
1,GB,42,65,100,57.63568982841238,-3.318147633778341,11
1,GB,42,66,91,59.317128040125425,-2.6872159042213966,25
1,GB,43,60,94,54.29839208416988,-1.388579159491275,2
1,GB,43,60,96,52.83637812104346,-1.1991572199260774,3
1,GB,43,60,97,53.611378678771295,-0.729779801610836,68
1,GB,43,69,96,52.6329245037941,-1.3364986470511069,3
1,GB,43,70,94,53.89928667489571,-2.6377172010149006,8
1,GB,43,70,102,53.4526822173032,-2.584596336106756,7
1,GB,44,62,98,57.56742432149197,-5.947420074744231,23
1,GB,44,65,98,57.412643675500334,-4.666579854444585,3
1,GB,44,65,100,57.151574115708634,-3.471716270433966,38
1,GB,44,65,107,56.34304582544668,-3.509226900499985,2
1,GB,44,68,90,56.484526975014695,-5.314178476475785,66
1,GB,44,68,98,57.28263967139664,-6.32613779634056,7
1,GB,44,68,107,56.089530485824724,-4.287189924122161,9
1,GB,45,64,99,54.63648122941206,-6.45871163115131,39
1,GB,45,64,107,55.173078,-4.930934,1
1,GB,45,68,107,55.63018291428172,-5.220563637774079,3
1,GB,46,69,96,52.32091602083807,-1.9943198690533748,3
1,GB,46,69,103,51.7107672177608,-2.4041897268370485,4
1,GB,46,70,102,52.95404254436375,-3.324953368114635,22
1,GB,46,71,93,51.88578618328252,-4.7056629620166275,19
1,GB,46,71,102,52.4220615060854,-3.511292086959112,8
1,GB,46,71,103,51.86737806589782,-2.9412727964843786,2
1,GB,47,61,92,52.28207521388875,1.1078518161796014,22
1,GB,47,61,96,52.359148041735075,-0.2312831384269739,7
1,GB,47,61,105,51.20071758954619,0.3164581325836834,13
1,GB,47,69,96,52.09503985957028,-1.1061610387644973,26
1,GB,47,69,103,51.47217681198417,-1.7775305154655527,15
1,GB,47,69,105,51.15867999153786,-0.6517132091435618,14
1,IS,48,82,112,65.60480389123961,-22.265256841170586,26
1,IS,48,82,119,65.95646006303538,-22.920415568798717,34
1,IS,48,82,125,65.62481689399338,-23.526543335878745,59
1,IS,48,83,112,65.432057,-21.889582,1
1,IS,49,75,114,65.88221499609456,-17.06623916620803,48
1,IS,49,75,116,65.573783,-16.055936,1
1,IS,49,80,110,65.98734381673418,-18.286764769607267,31
1,IS,49,81,116,65.81608126553363,-15.581137928921972,2
1,IS,50,77,108,63.58676791799004,-18.591663141758527,71
1,IS,50,77,122,63.4820883179115,-19.354034072052965,5
1,IS,50,79,122,63.6904263239349,-19.95016993086997,22
1,IS,51,73,120,65.50851890078762,-20.582393798066917,14
1,IS,51,73,124,65.669996724476,-19.674708103123276,65
1,IS,51,80,110,66.05593064127439,-19.05377786468782,27
1,IS,51,80,124,65.82284816883268,-19.200728523493353,8
1,IS,51,83,120,65.33832074201256,-20.871108331037814,3
1,IS,52,72,118,63.987628394532315,-16.55294653522817,35
1,IS,52,72,123,64.25874997788196,-15.587320535360446,4
1,IS,52,74,123,64.31232836434421,-15.095680684267286,9
1,IS,53,78,113,64.06180493397684,-21.409342583965824,17
1,IS,53,78,121,63.84996582632137,-22.42524917307569,51
1,IS,53,79,113,64.0451807093723,-20.65202765332246,14
1,IS,53,83,115,64.45166599281826,-21.545143884371527,3
1,IS,54,74,111,65.17095880780464,-14.06692363538987,8
1,IS,54,74,117,64.86685372985761,-14.042584993181316,46
1,IS,54,74,123,64.47773008850538,-14.543447241724197,13
1,IS,54,81,111,65.30187471580258,-14.601096240229893,33
1,IS,54,81,116,65.74480661565809,-14.965366296086287,28
1,IS,55,76,109,64.88181787296598,-23.208798747719772,50
1,IS,55,83,109,65.046489,-22.349808,1
1,IS,55,83,112,65.29350427191353,-21.771610060663328,8
1,IS,55,83,115,64.73290647608341,-21.763755345454353,21
1,IS,55,83,120,65.12629087276461,-21.18759836279842,10
1,IT,56,86,130,41.420077,13.199073,1
1,IT,56,89,135,41.27494206183629,14.707575586072375,54
1,IT,56,89,137,40.78200409215698,15.601544461923401,5
1,IT,56,95,137,40.98271,15.927166000000001,1
1,IT,57,84,129,40.75762880710026,9.062124129285921,99
1,IT,57,90,126,39.118890428936055,8.777570829084649,43
1,IT,58,94,128,46.15026177738424,12.247633939598126,54
1,IT,58,94,132,45.974259920059346,10.73563772606662,13
1,IT,58,94,141,45.19747778573856,11.474141175156621,21
1,IT,59,86,130,42.28837200004909,12.453967438455996,55
1,IT,59,86,134,43.0659560320934,11.710380553341249,7
1,IT,59,92,136,43.191871893204585,13.562859532775592,41
1,IT,60,85,133,37.028366383325675,14.646451475377056,46
1,IT,60,85,142,37.80049716429595,14.819450016280062,44
1,IT,60,87,138,38.317241935344406,16.16886371632613,7
1,IT,60,87,142,38.247468,15.453242999999999,1
1,IT,60,91,131,38.008229279893214,12.988850839679573,33
1,IT,60,91,142,38.01542235141388,13.993131273899232,2
1,IT,61,88,132,45.78960464773398,9.522270228263377,9
1,IT,61,88,139,44.482745276127915,7.850049258781445,31
1,IT,61,88,140,44.531121,9.158907999999998,1
1,IT,61,88,143,45.432525123757294,8.1662851410641,23
1,IT,62,93,132,45.16261754879778,10.080546385389779,2
1,IT,62,93,134,43.64837992923135,11.081815361079801,29
1,IT,62,93,140,44.26406566131423,10.251608095936183,21
1,IT,62,93,141,44.6179407387169,11.425941146017092,19
1,IT,63,87,137,39.913019000000006,15.784226999999998,1
1,IT,63,87,138,39.116160031867814,16.39343427363376,29
1,IT,63,89,137,40.038959,15.307518,1
1,IT,63,95,127,40.45152046316353,17.799554234833476,37
1,IT,63,95,137,40.69917480138927,16.493664750964573,70
1,NO,64,99,147,58.54770495349231,6.094174047966514,67
1,NO,64,99,158,58.222113522514285,7.938971104780872,26
1,NO,64,101,158,58.81554687093294,9.195145075702747,16
1,NO,64,101,160,59.04094000000002,10.046059,1
1,NO,65,96,146,68.45175458628617,14.466241920256907,11
1,NO,65,96,149,69.22244439501927,16.43901034836823,22
1,NO,65,96,154,68.57007132788378,16.96081557222428,66
1,NO,65,100,149,69.4642010947391,18.74299950629131,54
1,NO,66,97,159,62.08673,9.17387,1
1,NO,66,106,150,63.098022539122326,8.721586590809556,6
1,NO,66,106,152,63.35276372109523,9.240782364607572,7
1,NO,66,107,150,62.75098421816353,7.726707935098483,22
1,NO,66,107,159,61.5577658027902,8.06455244010582,3
1,NO,66,107,161,62.10313884297988,6.334577641701796,65
1,NO,67,97,145,62.682976000000004,12.445094,1
1,NO,67,102,153,64.69627216282481,13.337405028913318,42
1,NO,67,106,145,62.71945710499111,11.344495911064712,2
1,NO,67,106,152,63.74426309233274,10.529349261379114,29
1,NO,68,97,145,61.89826870286054,12.255834029843282,29
1,NO,68,97,159,61.302970987285384,9.460978879001942,30
1,NO,68,97,160,60.70857600000001,11.301605999999998,1
1,NO,68,101,159,60.61362326024683,9.008196672498498,5
1,NO,68,101,160,59.90948658107126,10.194384722313119,39
1,NO,69,99,147,59.217032001270795,5.454058514196944,2
1,NO,69,101,160,59.78864976022938,8.790724195282293,3
1,NO,69,104,151,60.04363434780921,6.16132900759073,66
1,NO,69,104,159,60.58980441086818,8.104187011544346,5
1,NO,70,96,146,68.247019,13.704463,1
1,NO,70,102,148,65.8358961230669,14.909522476691569,3
1,NO,70,102,153,65.3820317087894,14.90809218149282,3
1,NO,70,105,146,68.01264738701208,13.168152600278656,9
1,NO,70,105,148,66.33815380992667,13.556178938778881,16
1,NO,70,105,156,67.07324911186876,15.337559225044616,41
1,NO,71,98,144,69.79527502293227,25.17381451609588,4
1,NO,71,98,155,70.65207866185794,24.828985477365354,45
1,NO,71,98,157,69.86633066227259,29.328884735810362,16
1,NO,71,103,144,69.15986349786742,23.695995151886734,41
1,PL,72,113,169,54.14678412807865,19.57529513856978,3
1,PL,72,113,178,54.15316630879682,20.019753205030558,6
1,PL,72,114,169,53.487981673970474,18.473271389392014,11
1,PL,72,114,179,53.04815800000001,17.680281,1
1,PL,72,115,165,54.09967636227051,16.825072954171134,12
1,PL,72,115,175,54.47182427174743,17.94268518023355,60
1,PL,73,110,162,50.747573224304155,18.29671240004931,6
1,PL,73,110,163,50.120978,20.399961000000005,1
1,PL,73,110,173,50.21148116357309,19.217486106835572,54
1,PL,73,116,162,51.31894912398641,18.57203748650652,7
1,PL,73,119,163,50.79054591944852,20.48254172979455,15
1,PL,73,119,164,51.44018765877723,19.91200788728931,6
1,PL,74,109,166,53.3093783557884,22.828578248625135,33
1,PL,74,109,172,54.11748423636371,22.729125447961987,31
1,PL,74,113,178,53.700460183024546,21.196242378611363,22
1,PL,74,118,166,52.681865,22.297236000000005,1
1,PL,75,114,179,52.98713186013911,17.39719121839983,3
1,PL,75,115,165,54.227283,16.347459,1
1,PL,75,117,165,53.77792950288183,16.130396512654578,34
1,PL,75,117,176,53.16703038175222,15.035610001320494,51
1,PL,75,117,179,52.68923549304997,16.729056889809993,6
1,PL,76,113,169,53.46567535364809,19.87846561456647,2
1,PL,76,113,174,52.936696648455836,20.502422300535912,4
1,PL,76,113,178,53.35411766946759,20.563947215615936,22
1,PL,76,114,169,53.2293566772997,19.26847048906228,28
1,PL,76,114,179,52.78949679329997,18.04211890377179,2
1,PL,76,116,164,51.90409000157545,19.294072670030012,12
1,PL,76,116,179,52.331743,18.299378000000004,1
1,PL,76,118,164,52.123519662349935,20.238900418083773,19
1,PL,76,118,174,52.569631152733955,21.09674201511383,24
1,PL,77,108,162,50.917651433285826,17.146510264743355,9
1,PL,77,108,168,51.27353131147789,15.694422110920698,26
1,PL,77,108,179,51.97513899999999,16.539871,1
1,PL,77,110,162,50.488038,17.569168,1
1,PL,77,116,162,51.59257283484149,17.863398935707302,14
1,PL,77,116,179,52.30966280426762,17.4199268664097,5
1,PL,77,117,179,52.41192026826859,16.433630939248946,2
1,PL,78,111,166,52.44575062528777,22.89324856549155,3
1,PL,78,111,170,51.54930335882435,22.98183400817479,49
1,PL,78,111,171,50.97897964852982,22.72477904670511,9
1,PL,78,111,177,51.59046316483173,22.04716246880362,18
1,PL,78,118,174,52.3396085706565,21.481329589086727,10
1,PL,78,118,177,51.76209155423776,21.321414150804266,22
1,PL,78,119,163,51.11387279161451,21.070572844521045,4
1,PL,78,119,177,51.38478210071251,21.406814658012053,12
1,PL,79,111,171,50.48750199529329,23.517651946092954,10
1,PL,79,112,167,49.82380113437625,21.82433180143146,53
1,PL,79,112,171,50.47266975320376,22.523597404734094,6
1,PL,79,119,163,50.61437140019395,21.23220536942721,15
1,SE,80,123,195,59.0788102687455,16.495335236831803,23
1,SE,80,130,185,60.02502658252142,17.231684129480147,78
1,SE,80,130,195,59.188665338080455,17.527270548373547,5
1,SE,80,131,183,60.16584309192608,14.89555964234911,11
1,SE,80,131,185,60.59649431466609,15.861180854724081,2
1,SE,81,121,180,67.02561668427043,19.8697722391439,6
1,SE,81,121,196,67.65311265047448,20.302414364132773,47
1,SE,81,121,197,67.24915762079335,23.03149935880951,6
1,SE,81,129,180,66.4700570260758,20.145234199251075,38
1,SE,81,129,190,66.000502,19.792407,1
1,SE,81,129,197,66.15262767855076,22.655323071039902,28
1,SE,82,124,189,64.316607,17.52838,1
1,SE,82,125,187,64.18265275749577,20.427988559060047,50
1,SE,82,125,190,65.03798932843263,20.989941682012674,3
1,SE,82,125,192,64.20520119465169,17.959266606149203,2
1,SE,82,127,190,65.49021395263897,19.29092474778986,44
1,SE,82,127,194,65.51071826725041,16.884878755015865,44
1,SE,82,129,190,65.60597312963617,20.917861928451003,5
1,SE,83,123,181,57.487640676281934,15.025241391114982,3
1,SE,83,126,184,57.15704341647697,12.613589122313419,6
1,SE,83,128,181,56.6874460376227,14.877092074532072,31
1,SE,83,128,191,55.83590974401951,13.688636939355339,44
1,SE,84,122,182,62.557893546579955,14.382747755964658,2
1,SE,84,122,185,60.928301,16.355499,1
1,SE,84,122,186,61.82730997401788,14.443165932749718,32
1,SE,84,122,193,61.92507396397445,16.821181090409,53
1,SE,84,124,182,62.70118099999999,12.687725999999998,1
1,SE,84,131,183,60.744844715731105,13.385871172116188,4
1,SE,84,131,186,61.21953625307556,14.349839321014889,14
1,SE,85,123,183,59.199615,14.399580999999998,1
1,SE,85,123,195,58.65880990301763,15.236676901545252,11
1,SE,85,126,183,59.32030095107955,12.554571557457193,2
1,SE,85,126,184,58.23155047688115,12.617617173046996,31
1,SE,85,131,183,60.10392988718862,13.40227970641968,14
1,SE,86,122,182,62.862276,15.080280999999998,1
1,SE,86,122,192,62.95125318031366,17.49000507274608,4
1,SE,86,124,182,63.43597166627232,14.219859426536807,28
1,SE,86,124,189,64.26119674883003,15.522823835593382,44
1,SE,86,124,192,63.55040942467381,16.762400825987832,9
1,SE,86,125,192,63.32958311948867,18.441424779898394,6
1,SE,87,120,181,57.17335075112783,16.172559867222,3
1,SE,87,120,188,57.426908385771185,18.334356440915275,49
1,SE,87,123,181,57.67606097654453,15.655407704210578,3
1,SE,87,123,195,58.149080839730516,16.188002913998556,9
1,TR,88,135,200,37.23453169191675,30.460586991777898,40
1,TR,88,135,215,36.80079848562267,28.876127794707344,28
1,TR,88,141,198,38.654627000000005,29.007126,1
1,TR,88,141,206,38.61136345808056,29.8150853892356,16
1,TR,88,143,198,38.25915449507895,27.436739972869656,50
1,TR,88,143,215,37.1339832393362,27.578730779547435,3
1,TR,89,136,204,40.42982549310058,38.253636323085566,30
1,TR,89,136,211,40.836446205190235,39.885398051767666,29
1,TR,89,136,212,39.68429535591459,40.01914009413162,31
1,TR,90,133,199,38.36434262597691,43.199732874081306,4
1,TR,90,139,207,40.01123213354622,43.52181031309474,48
1,TR,90,139,212,39.988068,41.520383,1
1,TR,91,137,213,36.89306249132109,35.74242231145661,48
1,TR,91,138,200,36.815334,31.767091,1
1,TR,91,138,203,38.03209700000001,32.642387,1
1,TR,91,138,208,36.70909799523378,33.238461913718986,54
1,TR,91,138,213,36.8145151648654,34.55653088630171,5
1,TR,91,142,203,38.336618835858765,33.78746366584278,10
1,TR,91,142,205,38.239140344277516,35.098053962941776,3
1,TR,92,132,201,40.98249701147614,35.84324699383903,57
1,TR,92,132,204,40.60002613810891,37.27743063460245,3
1,TR,92,134,209,41.285975,33.78047,1
1,TR,92,136,205,38.951585,37.547606,1
1,TR,92,142,203,39.27565117841024,33.95901811943689,24
1,TR,92,142,205,38.83219871187492,35.764798223820094,53
1,TR,93,140,214,40.8770066656719,27.370689315447777,44
1,TR,93,141,206,40.19057510638422,29.44114823131486,4
1,TR,93,141,214,40.49302470927807,29.322318154713944,6
1,TR,93,143,198,39.367684003530016,27.47420277881803,8
1,TR,94,133,199,38.244628281439205,42.69390046795311,21
