filename,country,iso,lat,lng,fold,country_index,a,b,c,coarse,fine
0107c5d7064d4e1b909e216d4c71a09a.jpg,Italy,IT,40.450208,17.333467,1,7,58,91,132,45,143
010d1f7b2e284eaea70caaef4688fbbf.jpg,Norway,NO,68.661288,15.525995,1,8,69,107,149,53,176
0113aa74ccb4409fb4788ddb41c60d6a.jpg,France,FR,43.1632,-0.109384,1,4,32,56,86,27,94
0118eaaf3af34a029ac85c82b7e13c61.jpg,Spain,ES,28.952993,-13.669843,3,2,23,27,52,13,47
011cd0131f1b4a7db7a62155c7279d37.jpg,France,FR,47.289175,1.796063,4,4,34,59,84,29,89
01204bb1cc974cebb6b59957b76bc699.jpg,Germany,DE,51.46135,14.74825,0,1,12,20,19,9,38
01237c2c2f254c609256cc01a6f4944b.jpg,Spain,ES,41.724769,1.426922,3,2,16,28,40,17,58
012e938238004624a16cf5740c81b0a8.jpg,Spain,ES,39.994325,3.845642,4,2,19,35,38,17,40
0134dedfb9294095a1f335ce4983d527.jpg,Norway,NO,64.4127,12.327412,3,8,67,105,161,48,168
013dab95aed1425185b471f4ec69f0ca.jpg,Sweden,SE,57.972152,16.238288,0,10,84,121,189,60,212
01473e114b0b43d98b1e6788c8038b7c.jpg,Italy,IT,42.024831,12.678731,3,7,62,90,131,47,155
01478ceb6bc547a09464029f3e8d0c64.jpg,Belarus,BY,53.513809,31.201687,3,0,6,1,3,4,11
014d4abc27f042ceb0791d6dcd16b882.jpg,Norway,NO,63.465881,11.130797,4,8,67,97,159,48,168
014ecfcea3b749d0b14ac4213e47de50.jpg,United_Kingdom,GB,58.506131,-6.261553,1,5,46,67,107,32,115
015504577c6c49f189e7c3a7a7a87385.jpg,Sweden,SE,57.529168,18.467257,3,10,84,121,187,60,206
016101fe780a4a67ba3424b51c1f95ca.jpg,Sweden,SE,60.237818,13.456887,1,10,86,131,193,62,209
01615a38a6d54005a77a7aef896b5b9c.jpg,Italy,IT,40.534118,17.482498,0,7,58,91,132,45,143
0174315f89f74b86acb944b581740335.jpg,Belarus,BY,53.793169,25.37485,1,0,4,8,2,5,18
0178f2f56de942f2bdc7976c3174084c.jpg,Spain,ES,43.036498,-8.797333,4,2,20,32,41,14,51
018268d2fd8a4bafbbbe32f8a8303ced.jpg,Norway,NO,64.950148,13.183342,1,8,67,105,161,51,166
018417aee54c42c292dc8dc2f9cfa9a1.jpg,United_Kingdom,GB,56.021766,-2.841525,1,5,43,63,99,31,103
018a7fe033084603bd87c0a255fcd5a4.jpg,United_Kingdom,GB,57.5645,-4.440971,0,5,41,71,98,32,104
018b5604c4604b418a8a4c119249f312.jpg,United_Kingdom,GB,58.497011,-4.482839,3,5,46,67,107,32,102
01900cbbe46d438b83a69a4d47c552d5.jpg,Poland,PL,53.359897,22.445979,3,9,75,116,176,55,195
0191c550b02f4c549021a99173d0517f.jpg,Italy,IT,40.963253,14.836677,3,7,63,88,130,45,145
01978ef358174653a2a83b2f0bc5c205.jpg,Spain,ES,42.543759,-8.797509,4,2,20,32,41,14,51
019f59e0d286453985d10740ede42939.jpg,Germany,DE,55.006625,8.397612,4,1,13,21,33,7,34
01a2220866b64047ab36bfcaa2e850fa.jpg,Germany,DE,50.457473,7.179745,4,1,8,12,27,11,28
01a2d85b99ce4b70b5fa7947c07349a4.jpg,Turkey,TR,40.262079,29.147448,1,11,90,140,214,68,230
01a838bfc1014b62bb3669ef272b0678.jpg,Spain,ES,28.928276,-13.652843,1,2,23,27,52,13,47
01b8c8b205c6494d998861669217921a.jpg,Sweden,SE,56.885884,14.229187,0,10,81,123,192,63,219
01b988b26a784750bb4b3ab63b95c5fe.jpg,Germany,DE,53.579789,12.725136,4,1,9,13,25,9,21
01ca771cd492488aa068bdf46f79b6e9.jpg,Iceland,IS,65.492488,-23.648453,4,6,52,81,108,41,122
01d314a2d5234c0d824d257ec1266d5a.jpg,France,FR,43.668955,0.535842,4,4,32,48,86,27,94
01e1b61af7f54304a4ce4857438d0898.jpg,Italy,IT,42.819265,10.288272,4,7,62,94,138,47,140
01e21430df8c421bbace5dda3cc09ecc.jpg,Finland,FI,64.139262,28.007642,1,3,30,38,64,22,64
01e3915d80cb4799942e0d86839d45b5.jpg,Norway,NO,70.176525,23.895657,0,8,64,98,146,49,165
01eab2f6b6bc415b96db6aa460c5b7bf.jpg,Finland,FI,63.123632,22.698514,0,3,25,46,65,21,68
01f43d18fb644adebebfc2358b031672.jpg,Norway,NO,62.957201,11.011846,4,8,67,97,159,48,168
01f6bbca55144eb195c98ac212cc173c.jpg,Italy,IT,42.651416,12.373669,4,7,62,90,131,47,146
0201f303a5d94aaca31ca53a3a809b88.jpg,Spain,ES,43.65764,-5.843969,3,2,20,24,46,14,42
020a0bcad3054bcfb79fe79379332747.jpg,United_Kingdom,GB,52.141722,-1.904786,4,5,42,69,95,30,114
020df95d2fe541fa88ead414f4f7e361.jpg,United_Kingdom,GB,56.515266,-5.931793,1,5,41,61,101,31,110
021088af205549ac822bd29c5cc876ac.jpg,Finland,FI,67.475828,27.96251,3,3,29,40,70,23,75
022f1af55c6443ac9bd4462ec77c28c5.jpg,Norway,NO,65.832434,14.891018,0,8,71,105,157,51,172
02378061d432447d8dad9cd970ba7368.jpg,Sweden,SE,63.528253,14.736579,3,10,82,129,188,65,207
0241c8cb9e7845c0a58ba7a608fe289c.jpg,Poland,PL,50.670538,20.29991,4,9,76,119,177,54,192
02467a44220043d5a7d79737566a7c55.jpg,France,FR,48.257256,-4.538719,3,4,37,50,83,25,83
02486e64fed044d9a123ec5b319d377d.jpg,Finland,FI,64.415905,28.438687,1,3,30,38,64,22,76
024c686452fb4bf1830effd5d28a8a23.jpg,Turkey,TR,41.855755,32.819442,1,11,93,139,206,67,239
024f8bbb735344c2a20ba35ebbd04a04.jpg,Iceland,IS,65.364323,-14.850339,0,6,55,77,110,37,129
025337a5ed2e4200a52b619aed5e46fd.jpg,Iceland,IS,65.414525,-21.883301,4,6,52,76,122,41,123
0255439713a5460394aa4fbf413bb932.jpg,France,FR,46.002457,2.193933,1,4,34,57,79,27,96
025aebdfbf544dcd8c09491fd660f8a3.jpg,Turkey,TR,38.671617,41.199049,4,11,89,132,198,66,227
026d865df2ba44fda58addac0a2bf458.jpg,Sweden,SE,61.758814,14.156599,3,10,87,127,182,65,214
027116adbe8f4ecc80545f4da6fb6687.jpg,Spain,ES,39.435311,2.901971,1,2,19,35,38,17,40
027ecf3cb22b43458e094200e1e8dfeb.jpg,Spain,ES,42.546068,-6.545819,4,2,20,24,46,14,42
0286769eb75846c3b56da0fd12ea2c0a.jpg,Sweden,SE,61.664889,16.058077,0,10,87,122,197,65,216
029301fc439f441b8ae3069a8cde8bd8.jpg,United_Kingdom,GB,52.122193,1.350357,0,5,45,60,93,30,109
029b77143bc645849e89ed967a36190e.jpg,Poland,PL,53.979933,16.029387,4,9,77,111,169,56,183
029c1b07044c4beba4c9a99d3ad87b66.jpg,Turkey,TR,40.929574,40.071086,4,11,92,136,205,69,237
029e81ada9364b89aa7de702cf506c14.jpg,Germany,DE,51.044009,11.542572,0,1,14,14,24,10,36
02a71b085fcf43c0a221177eee9831f2.jpg,Sweden,SE,60.156197,13.536888,4,10,86,131,193,62,209
02bd464c45204d89b79820055f487f68.jpg,Germany,DE,49.734777,11.693424,0,1,14,16,28,10,31
02c6013afbed4707a6b0c5bfd58bba2c.jpg,Finland,FI,67.674354,24.220713,0,3,29,39,63,23,72
02c6972865ba4b38911fad8198854591.jpg,Italy,IT,39.046161,8.424981,0,7,59,95,134,42,153
02cd0122233b4402b3fcfd4894ef09e9.jpg,Iceland,IS,64.845934,-13.78368,0,6,55,79,120,37,120
02ce317562c24466bff1177201f4737c.jpg,Poland,PL,52.841454,17.986882,4,9,78,109,173,58,197
02d5e9738e0c48819240dd2b4d26af0a.jpg,Germany,DE,52.716155,12.452907,1,1,9,13,23,9,32
02dce6ff9a0a49fd8c970a1197095ced.jpg,Belarus,BY,55.780868,28.601226,3,0,7,0,8,0,0
02e0c2065d3449feacb4b0b81eb6e89e.jpg,Norway,NO,58.999442,6.087284,0,8,66,104,145,50,179
02e43058f97a47b5a27a340800c372ad.jpg,United_Kingdom,GB,55.984923,-2.896377,1,5,43,63,90,31,103
02e9f0d9c7194f4aadc7bcecca1e4717.jpg,Poland,PL,49.809913,22.510039,3,9,76,118,167,54,191
02f143f6fdf6449b9cf4ae6060eb6c3b.jpg,Italy,IT,40.559767,16.265649,3,7,58,91,135,45,156
02f49a8f8a614cc1a870d1d9003ec954.jpg,Turkey,TR,39.524323,44.238627,4,11,95,138,207,66,228
02fcc433a3684106b68a8457cb7ea6a1.jpg,Italy,IT,44.516523,8.9887,4,7,60,89,143,44,150
0303bda7f053467fbb6260ca8c762788.jpg,Sweden,SE,60.692346,13.707227,3,10,87,131,193,62,209
030ad95e5847450fb409ddb0ab7da4ae.jpg,United_Kingdom,GB,56.260214,-4.931949,3,5,41,61,101,31,116
030f2ae46f984a799859b11139a9e2ed.jpg,Poland,PL,51.494168,23.545667,1,9,73,110,179,59,193
031de3dea94b44bd99a7730837ad0bc0.jpg,Germany,DE,52.249845,7.641704,0,1,11,17,31,11,33
032d7e37df0b495db5c91928c30586c2.jpg,United_Kingdom,GB,50.103203,-5.258185,3,5,40,62,91,34,105
033e6317d30b4bef820a948dc4efcb64.jpg,Spain,ES,43.042244,-4.216932,3,2,21,24,46,12,42
034522568c2b4a1aa0ee9d3cfcd16ceb.jpg,Sweden,SE,55.617004,14.199052,0,10,81,123,194,63,201
034a22002d0d414e9147a873a065d059.jpg,Poland,PL,51.29785,22.142687,0,9,73,110,164,59,198
034a987fc48b45679a1fdcd0ffe74d97.jpg,Sweden,SE,63.302134,18.523599,1,10,80,124,186,64,211
035982c6a0c643b183021b308eeadf04.jpg,Poland,PL,50.115604,19.793347,3,9,76,117,174,54,182
035cd460f00e49df849bde4103f3831a.jpg,France,FR,43.463479,1.027612,1,4,36,48,86,27,94
035d42abc82b4f12bc8d57d1398e18b6.jpg,Finland,FI,62.904425,30.219035,1,3,27,36,68,19,65
035e5970e12c45f58e042891e9c978cb.jpg,United_Kingdom,GB,50.227643,-5.078651,1,5,40,62,91,34,105
037031643b474867a73ac8b7ffe9a2b3.jpg,Spain,ES,37.824225,-0.8189,4,2,22,29,49,16,44
03728522083445e0a76b24b97201ad59.jpg,United_Kingdom,GB,55.128033,-4.993662,1,5,47,63,100,35,112
0376b35448a249bdb4ad4b20b3af32ff.jpg,Germany,DE,53.806674,10.4825,1,1,13,21,30,7,39
03790fc9dd444549aad2c9acdf063bea.jpg,Germany,DE,50.084061,10.965625,1,1,14,16,28,10,31
037ab50be65b4e639db067a24267c0c8.jpg,Turkey,TR,38.476248,30.251048,3,11,88,143,203,70,231
037cdf8262754229899fd6d08c536f91.jpg,Finland,FI,64.707721,24.869883,3,3,28,44,62,22,63
037db81e9d9c4c3dba8d632c8d5f23b1.jpg,Sweden,SE,56.975206,18.314161,4,10,84,121,187,60,206
038210b687c94694ac5bccdc77a48f61.jpg,Poland,PL,54.729503,18.23875,0,9,72,113,175,58,180
03854bcfed7148c6aefb69bfe00a77a0.jpg,Poland,PL,53.87808,22.345465,3,9,75,116,178,55,195
03873c399ab0473898be6b7749405297.jpg,United_Kingdom,GB,58.062623,-5.016091,0,5,46,67,107,32,102
038757d2d54f47738b6c9509b7418953.jpg,Italy,IT,45.039501,8.428196,1,7,60,89,143,44,150
038bf801b12c483c8bbe81ccc36020cc.jpg,France,FR,49.514203,3.765998,4,4,39,52,88,29,91
0394061466c844b88b9a45bad423f525.jpg,Italy,IT,43.579006,13.517528,4,7,62,87,128,47,158
03941a5d67624d7aa8a32f9a1f7fd670.jpg,France,FR,46.190241,2.080769,3,4,34,57,79,27,96
03962144350540879ded8f31d4994eb7.jpg,France,FR,47.133667,3.881387,3,4,35,53,89,28,81
039af00417e34a63a272eef398da30ea.jpg,Italy,IT,44.415407,12.030543,0,7,61,94,141,43,157
039b2faa13de41afb097b0a731850244.jpg,Sweden,SE,62.395855,13.938966,4,10,87,127,182,65,204
03a611932d1142008a2bd85c70ec7682.jpg,Poland,PL,52.519537,21.122723,4,9,79,108,162,55,187
03a995dbc48140b5860ff87d1cd69873.jpg,Poland,PL,52.205789,23.17661,1,9,73,110,179,59,193
03ab636551bb45d4b2f5f4cd4500bafd.jpg,Belarus,BY,52.493844,23.717723,1,0,0,7,14,1,5
03afa1a25f3740b28637e64ffd368af2.jpg,Germany,DE,53.454319,8.344698,0,1,13,22,22,7,37
03b6cdffb18d444faf01788645b56ef1.jpg,Belarus,BY,54.611587,27.909403,4,0,2,10,13,5,13
03c58e4f51d44b7f80a585800fea69b4.jpg,Italy,IT,42.985037,11.958973,1,7,62,90,131,47,146
03ca72ebd2e54a3e9239f27b7abb769d.jpg,Iceland,IS,64.778234,-14.430374,1,6,55,79,120,37,135
03cc568ab0ff44b99ddd24421bed6a5d.jpg,Poland,PL,53.172641,23.041911,4,9,75,116,176,55,195
03df317ad3a8483da2fa040c857af154.jpg,Iceland,IS,65.953526,-19.411614,3,6,48,83,114,40,124
03e2bda4d68f46a0bd56093ba2cea011.jpg,Norway,NO,62.239873,11.768325,4,8,70,106,158,48,171
03ef4145ed7e415a8c0776372d330f54.jpg,United_Kingdom,GB,53.147811,0.172069,1,5,44,70,106,33,111
03efe1a361d24c62b80def6441993ce8.jpg,Sweden,SE,59.130476,15.114625,3,10,86,131,189,62,212
03f24504e5654a91bb92a7d4fe8845cb.jpg,Germany,DE,53.439991,8.340358,0,1,13,22,22,7,37
03fcc32521a942c0b0c860fa6e1f26c6.jpg,Belarus,BY,52.519364,25.027114,1,0,0,7,9,1,14
03ffa76f07444c6bb14e071171425505.jpg,Iceland,IS,64.899996,-13.897523,1,6,55,79,120,37,120
0401de4066dd42e1b19bf95116004a0e.jpg,Germany,DE,48.86208,11.779034,1,1,10,23,20,8,22
041706580b224db6866e3b762fc2bf72.jpg,Finland,FI,62.530215,28.540799,0,3,27,36,71,19,79
0417f7e29a564468875c73edaae482fa.jpg,Poland,PL,51.349278,21.054446,4,9,79,119,164,59,198
041d2441f5374cfa8838b04acbc3d85e.jpg,Norway,NO,69.219544,19.314335,4,8,69,102,152,53,161
04201d82064b486a963192ee906c1d10.jpg,Spain,ES,40.358605,-1.086697,4,2,22,34,50,16,46
04267539a7b64e52bb6bc5eb0180fdbf.jpg,Spain,ES,39.485393,3.158413,0,2,19,35,38,17,40
042748125d7a4d99bad3aea7843856db.jpg,Poland,PL,50.23943,18.938704,4,9,74,117,166,57,189
042ebf6ccf084d6eb0d8dc69c49cd455.jpg,Spain,ES,40.05615,-3.071862,0,2,21,26,43,12,55
043a0f459d924d9b85729de4c2feb65a.jpg,Poland,PL,52.366013,16.249205,3,9,77,109,170,56,199
0448e3c09b294153a8493e5576cb680b.jpg,Italy,IT,46.085522,10.342558,3,7,61,93,133,43,142
044cb462376441d3b3f91753383bbf44.jpg,Poland,PL,51.188283,17.165946,4,9,74,115,171,57,194
044d2f201efe46409ea542a3f80be7a3.jpg,Italy,IT,46.640468,11.686222,0,7,61,86,140,43,142
045451835e3f4ae797b03a52f941c174.jpg,France,FR,44.685847,-0.86745,1,4,32,56,72,27,80
0456324f85d943a28d8be72e7ddea2da.jpg,Belarus,BY,52.947802,29.924348,3,0,6,9,7,2,2
0457cf63deb04551bdae61b497339dad.jpg,Turkey,TR,36.901781,28.273484,0,11,88,133,199,70,235
045cf067c8d54f42800e777f015cba32.jpg,Poland,PL,49.3573,19.036121,0,9,76,117,174,54,182
04607137d71a43a59ea0a16e5b23309a.jpg,France,FR,50.766277,2.837808,1,4,39,52,88,29,85
047473be4af246d6b0657e021857c584.jpg,Italy,IT,44.559117,7.160927,0,7,60,89,127,44,150
0484a47f65884c1a949f9e1dc2dfd01e.jpg,Spain,ES,42.745708,-0.516635,1,2,16,34,42,12,49
048a5da0d7f747ca8a4fbf75101235c6.jpg,United_Kingdom,GB,54.42974,-3.463255,3,5,43,64,102,33,107
04a564954b384352aadef83c91724d05.jpg,Turkey,TR,38.492373,28.04968,1,11,90,133,213,68,223
04b61699582f4503be8d910e28046bf7.jpg,United_Kingdom,GB,54.593792,-5.695874,1,5,47,68,103,35,100
04d131ec538b46ba8d68de0af396242e.jpg,Belarus,BY,55.16685,30.316846,0,0,5,6,0,0,3
04e3f7d876e24d5aad780ab92cd1426c.jpg,Poland,PL,50.652778,17.136212,1,9,74,115,171,57,194
04e582fc17904e848809409115d074a3.jpg,Turkey,TR,38.271251,40.949277,4,11,89,132,198,66,227
04ee18e47b0a4e328128a22b0b5f5afc.jpg,Poland,PL,53.671599,21.313249,1,9,75,114,165,55,186
04f4c44aee764ddb916de149a250b0ab.jpg,Norway,NO,65.212997,13.37772,4,8,67,105,161,51,166
04f79578dbe3471394e0b5469edd72a8.jpg,Finland,FI,61.680837,27.036604,4,3,27,47,60,19,66
04f7d760e8ce4562ae2600cdfc4e78d3.jpg,Norway,NO,61.762604,6.24775,4,8,68,101,148,52,164
05034ec566f74ff69bdfdcd143fa18eb.jpg,Italy,IT,39.014463,17.162415,3,7,58,92,139,45,148
050610f384af478ab6c60a60a75993d9.jpg,France,FR,44.006018,-1.027782,4,4,32,56,72,27,80
05112fe098014dfab6cb0dc8b6c1cd41.jpg,Germany,DE,53.052646,9.152852,3,1,13,22,22,7,39
051210daec1749d6abedd84a5b386716.jpg,Belarus,BY,52.520251,24.638502,3,0,0,7,14,1,5
05165a689bfd427586d30596bb9a132c.jpg,United_Kingdom,GB,55.899762,-5.128094,3,5,41,61,101,31,116
051c6f37b6004dd4accc48cce837a2e3.jpg,Finland,FI,63.404421,25.644565,3,3,28,45,57,21,67
051ed89945584dbc845e74defa7874cc.jpg,Finland,FI,63.536019,25.748219,0,3,28,45,57,21,67
052b421b96fb40579bb0c3bb9d45f007.jpg,France,FR,49.020105,2.702849,4,4,39,52,88,29,91
052e388a2c514058bb0af6164217b122.jpg,France,FR,45.775878,2.936163,1,4,36,57,79,28,96
0530fd077d5a47d48fd26ccc14d6d61e.jpg,Italy,IT,44.581672,10.910893,4,7,61,94,138,43,152
053bbfa8abc24812b9ff11460e9d644d.jpg,Italy,IT,45.188992,7.657575,1,7,60,89,143,44,150
053bc32603d147d69461b9d8a2a9574f.jpg,Spain,ES,42.422668,-8.715862,3,2,20,32,41,14,51
053c0335b8024a0ebf5e0455992df33d.jpg,Iceland,IS,66.044008,-19.345947,3,6,48,83,125,40,131
0549ff1cb8cc4dc5b234ff5f52be5522.jpg,Poland,PL,50.02902,19.80091,4,9,76,117,174,54,182
0552a2f3597b41e4acb8c7dc460ce711.jpg,Norway,NO,64.702727,14.059561,0,8,67,105,161,48,166
0552d1ad3eab4975be13402ceba4cf84.jpg,Norway,NO,69.074718,17.547244,3,8,69,107,149,53,178
05550b4621dc49928cbb6059972eca9c.jpg,Poland,PL,53.604102,21.047086,3,9,78,114,165,55,186
055a9caaad774adab888b3b479b228b4.jpg,Sweden,SE,58.983598,18.120278,3,10,85,125,189,62,212
055f6a5d9c01465fa87bba39ca718f70.jpg,Iceland,IS,65.873201,-19.37804,3,6,48,83,114,40,124
056166095f004be3b2e8aee429f2f8e0.jpg,Norway,NO,68.622567,15.66728,1,8,69,107,149,53,176
0562251be34d4897bb2713ade1341d3e.jpg,Belarus,BY,55.015351,29.406464,0,0,5,6,0,0,6
057da527503d45cfb5bab9d39611fa09.jpg,Poland,PL,51.654388,21.585578,0,9,79,119,164,59,198
059309340f9b4e14941788df555956bf.jpg,Italy,IT,40.775881,17.056954,3,7,58,91,135,45,156
059e1d91ace34517ae074aca3f4c1ba9.jpg,Italy,IT,38.125682,15.007121,4,7,57,85,126,46,149
05a58a4338ee49db808e82fef2205d12.jpg,Poland,PL,53.402382,15.550994,1,9,77,111,163,56,188
05b366f380de4e16af0834b45f54d98f.jpg,Iceland,IS,65.074921,-21.107756,0,6,53,76,123,41,138
05b61d9491724e9581071329951bc5e5.jpg,Sweden,SE,67.100624,20.450622,3,10,83,120,191,61,205
05b6baac717a46eb9a409a5cb5d3e7f3.jpg,Italy,IT,36.82738,14.532361,0,7,57,85,137,46,141
05ba57cfd2624c32b205ca8744f24792.jpg,Finland,FI,65.435701,26.853744,1,3,31,44,61,18,62
05bb10f8738f4a008667dde7aeb929b5.jpg,Belarus,BY,54.501517,25.876029,4,0,4,4,2,5,10
05c49f8abdd745cbad341673486cd0b3.jpg,France,FR,48.341266,-1.720121,3,4,37,55,74,25,95
05c63dc4e02f49548153607818e61714.jpg,Germany,DE,47.517677,10.287084,0,1,15,15,32,8,30
05d1f2e4d9934ec99dcd09a47f78f3f3.jpg,Sweden,SE,65.691216,20.476206,3,10,80,130,181,61,215
05d4ab81971342fc94f553e1a3af8b1a.jpg,Norway,NO,63.60195,8.975483,3,8,67,97,160,48,175
05d66a175d144769affdd66c839b1ab7.jpg,Norway,NO,60.155797,5.434047,3,8,65,96,154,50,160
05de84694a26477b85651132549583d7.jpg,Poland,PL,51.436566,22.366222,4,9,73,110,179,59,181
05de913d23c744379ef9346a89a61098.jpg,Turkey,TR,38.95656,29.356569,1,11,90,140,203,68,231
05f2b4f174f648eda5b3f15cf41ca437.jpg,Belarus,BY,55.700056,28.212646,1,0,7,0,8,0,0
05f96720d56a426e98f1731fa86088fb.jpg,Italy,IT,40.170046,18.465592,0,7,58,91,132,45,143
05fef6dcbaf34d51a15406d68f2e63cf.jpg,Poland,PL,52.666524,21.186827,1,9,79,108,162,55,187
0600c77f10de4ff09d55755a2b6f7e5a.jpg,Norway,NO,61.685757,12.001238,1,8,70,106,158,48,171
061280e864e34f96ac22414f154ac568.jpg,Germany,DE,53.671187,7.473126,4,1,13,22,22,7,37
06148a313b5a4ef19b7b84eb0c000b1e.jpg,Poland,PL,53.283219,18.8963,4,9,78,114,173,58,197
061c47e7b5f8422a9eabd8bce82ce7e8.jpg,Finland,FI,65.875342,25.589188,0,3,31,43,58,18,74
061e5dfca3b74607ab295f97e3f05dc2.jpg,Italy,IT,37.805217,12.451233,4,7,57,85,136,46,154
06213ba7082d4e4c9bfe58075df5ecdb.jpg,Poland,PL,54.327182,17.281965,0,9,72,113,175,58,196
0624ee02a5c14611b46408895b981c43.jpg,Italy,IT,42.698332,13.117884,3,7,62,87,128,47,158
062ba9f2d82841ec93fc441df69677e2.jpg,France,FR,44.650906,2.271396,0,4,36,57,79,27,99
06403609606a4091a833e8de0228169d.jpg,United_Kingdom,GB,54.269885,-0.400979,3,5,44,70,96,33,118
064a70547b1f43a6ad878ad8f3c68959.jpg,Spain,ES,37.717789,-1.579756,1,2,22,29,49,16,44
064bff5370364aefaadb04070ea67ae9.jpg,Turkey,TR,40.810778,31.652018,1,11,93,139,206,67,239
064c26274040493098eaeb0200f5afcb.jpg,Norway,NO,61.289071,5.832616,3,8,68,101,154,52,164
